"","Country","YearMonth","Query1","Query2","Query3","Query4","Query5","Query6","Query7","Query8","Query9","Query10","Query11","Query12","Query13","Query14","Query15","Query16","Query17","Query18","Query19","Query20","Query21","Query22","Query23","Query24","Query25","Query26","Query27","Query28","Query29","Query30","Query31","Query32","Query33","Query34","Query35","Query36","Query37","Query38","Query39","Query40"
"537","US",2019-11-01,"feminism definition",NA,"what is feminism","black feminism","third wave feminism","second wave feminism","intersectional feminism","feminism quotes","feminist definition","feminism history","feminism meaning","first wave feminism","white feminism","feminism examples","waves of feminism","liberal feminism","fourth wave feminism","radical feminism","patriarchy","what is a feminist","socialist feminism","feminism is for everybody","toxic masculinity","gloria steinem","opposite of feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","CA",2019-11-01,"feminism definition","third wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","IN",2019-11-01,"feminism meaning",NA,"feminism in india","feminism meaning in hindi","what is feminism","feminist meaning","feminism definition","feminism quotes","feminism meaning in english","sex positive feminism","black feminism","radical feminism","feminism meaning in tamil","liberal feminism","third wave feminism","feminism meaning in marathi","eco feminism","feminine meaning","feminism meaning in telugu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","GB",2019-11-01,NA,"what is feminism","feminism definition","second wave feminism","radical feminism","types of feminism","marxist feminism","intersectional feminism","third wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541","NG",2019-11-01,"feminism definition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","US",2019-12-01,"feminism definition",NA,"what is feminism","second wave feminism","intersectional feminism","feminist definition","white feminism","first wave feminism","radical feminism","third wave feminism","waves of feminism","feminism examples","fourth wave feminism","types of feminism","post feminism","modern feminism","bell hooks feminism is for everybody","forced feminism","what is a feminist","everyday feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543","CA",2019-12-01,"feminism definition","intersectional feminism","liberal feminism","second wave feminism","feminist definition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","IN",2019-12-01,"feminism meaning",NA,"feminism in india","what is feminism","feminist meaning","feminism meaning in hindi","radical feminism","feminism definition","waves of feminism","black feminism","feminism meaning in tamil","socialist feminism","feminism meaning in english","marxist feminism","feminine meaning","sex positive feminism","postmodern feminism","feminism meaning in malayalam","postcolonial feminism","testicular feminism syndrome","types of feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","GB",2019-12-01,NA,"feminism definition","intersectional feminism","what is feminism","second wave feminism","radical feminism","liberal feminism","waves of feminism","third wave feminism","marxist feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","NG",2019-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","AU",2019-01-01,"feminism definition",NA,"intersectional feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","ZA",2019-01-01,"feminism definition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","AU",2019-02-01,NA,"intersectional feminism","feminism definition","what is feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","PH",2019-03-01,NA,"feminism meaning","feminism definition","feminist meaning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","AU",2019-03-01,NA,"feminism definition","intersectional feminism","fourth wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","ZA",2019-04-01,"feminism definition",NA,"feminist definition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","PH",2019-05-01,NA,"feminism meaning","feminism definition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","ZA",2019-05-01,"feminism definition",NA,"feminism meaning","feminist meaning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","PH",2019-06-01,"fascism","feminism meaning","feminism definition","socialism","liberalism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","ZA",2019-07-01,"feminism definition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","PH",2019-08-01,NA,"marxism","feminism definition","feminist theory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","AU",2019-08-01,"feminism definition","what is feminism","first wave feminism","fourth wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","PH",2019-09-01,"what is feminism","feminism definition","feminism meaning","radical feminism","socialist feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560","AU",2019-09-01,"feminism definition","second wave feminism","intersectional feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","ZA",2019-09-01,"feminism definition","feminism meaning","feminist meaning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562","PH",2019-10-01,"feminism meaning","radical feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","AU",2019-10-01,"feminism definition","intersectional feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","ZA",2019-10-01,"feminism definition","what is feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565","AU",2019-12-01,"feminism definition","intersectional feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","US",2020-01-01,"feminism definition",NA,"what is feminism","intersectional feminism","feminist definition","white feminism","second wave feminism","radical feminism","black feminism","first wave feminism","third wave feminism","waves of feminism","liberal feminism","feminism meaning","fourth wave feminism","what is a feminist","patriarchy","socialism","everyday feminism","testicular feminism syndrome","hood feminism","maternal feminism","love joy feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","IN",2020-01-01,"feminism meaning",NA,"feminism in india","feminist meaning","what is feminism","feminism definition","feminism meaning in hindi","feminism meaning in tamil","feminism meaning in english","sex positive feminism","liberal feminism","marxist feminism","socialist feminism","feminism meaning in telugu","feminism meaning in bengali","opposite of feminism","ecofeminism","feminism meaning in marathi","feminist meaning in english",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","GB",2020-01-01,NA,"what is feminism","feminism definition","liberal feminism","radical feminism","intersectional feminism","second wave feminism","third wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569","NG",2020-01-01,"what is feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","US",2020-02-01,"feminism definition",NA,"what is feminism","intersectional feminism","second wave feminism","feminist definition","feminism meaning","third wave feminism","radical feminism","first wave feminism","feminism examples","waves of feminism","feminism history","hood feminism","liberal feminism","feminism symbol","what is a feminist","fourth wave feminism","everyday feminism","feminism is for everybody","testicular feminism syndrome",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571","IN",2020-02-01,"feminism meaning",NA,"feminism in hindi","feminism meaning in hindi","feminist meaning","feminism in india","what is feminism","feminism definition","waves of feminism","feminism meaning in english","eco feminism","black feminism","pseudo feminism","sex positive feminism","liberal feminism","types of feminism","second wave feminism","opposite of feminism","quotes on feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","GB",2020-02-01,NA,"feminism definition","radical feminism","what is feminism","feminism meaning","second wave feminism","what is a feminist","intersectional feminism","marxist feminism","third wave feminism","feminist definition","first wave feminism","types of feminism","fourth wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573","NG",2020-02-01,"feminism meaning","feminism definition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","US",2020-03-01,"feminism definition",NA,"what is feminism","intersectional feminism","second wave feminism","feminist definition","third wave feminism","feminism meaning","white feminism","first wave feminism","waves of feminism","radical feminism","hood feminism","liberal feminism","everyday feminism","fourth wave feminism","socialist feminism","marxist feminism","the coronavirus is a disaster for feminism","love joy feminism","equal rights amendment","hood feminism book",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575","CA",2020-03-01,NA,"feminism definition","intersectional feminism","feminism meaning","feminist definition","liberal feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576","IN",2020-03-01,"feminism meaning","feminism in hindi","feminism meaning in hindi",NA,"feminist meaning","what is feminism","fake feminism","feminism in india","pseudo feminism","feminism quotes","neha dhupia feminism","neha dhupia","feminism definition","feminism opposite","neha dhupia roadies feminism","feminism meaning in marathi","feminism meaning in telugu","opposite of feminism","pseudo feminism meaning","liberal feminism","feminism meaning in bengali","sex positive feminism","feminism meaning in tamil","feminine meaning in hindi","fake feminism in hindi","fourth wave feminism","feminism meaning in kannada","fake feminism meaning in hindi","hypocrisy meaning","misogyny","fake feminism meaning in english","meaning of feminism in hindi",NA,NA,NA,NA,NA,NA,NA,NA
"577","GB",2020-03-01,NA,"what is feminism","feminism definition","intersectional feminism","third wave feminism","radical feminism","marxist feminism","first wave feminism","fourth wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578","NG",2020-03-01,"feminism definition","what is feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579","US",2020-04-01,NA,"feminism definition","what is feminism","second wave feminism","intersectional feminism","black feminism","first wave feminism","feminism meaning","feminist definition","third wave feminism","radical feminism","white feminism","modern feminism","feminist movement","waves of feminism","liberal feminism","what is a feminist","patriarchy","feminism examples","feminist theory","hood feminism","the feminine mystique","socialism","mrs america","sex positive feminism","contemporary feminism","feminism is for everybody","misogyny","when did feminism start","types of feminism","era","gloria steinem","fourth wave feminism",NA,NA,NA,NA,NA,NA,NA
"580","CA",2020-04-01,NA,"feminism definition","feminism meaning","radical feminism","intersectional feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581","IN",2020-04-01,"feminism meaning",NA,"feminism meaning in hindi","feminism in india","what is feminism","feminist meaning","feminism meaning in english","pseudo feminism","socialist feminism","radical feminism","feminist meaning in hindi","intersectional feminism","types of feminism","sex positive feminism","feminism opposite","pseudo feminism meaning","feminism meaning in tamil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582","GB",2020-04-01,NA,"what is feminism","feminism definition","radical feminism","second wave feminism","feminism meaning","liberal feminism","third wave feminism","intersectional feminism","marxist feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583","NG",2020-04-01,"feminism meaning","what is feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584","US",2020-05-01,NA,"feminism definition","what is feminism","second wave feminism","intersectional feminism","white feminism","feminist definition","black feminism","feminism meaning","third wave feminism","radical feminism","hood feminism","feminism books","feminism quotes","history of feminism","first wave feminism","liberal feminism","waves of feminism","fourth wave feminism","doja cat","different types of feminism","lana del rey feminism","cesar chavez","lana del rey","transnational feminism","liberal feminism definition","betty friedan","phyllis schlafly","when did feminism start","love joy feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585","CA",2020-05-01,NA,"feminism definition","what is feminism","feminist definition","intersectional feminism","hood feminism","second wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586","IN",2020-05-01,"feminism meaning",NA,"feminism meaning in hindi","feminist meaning","pseudo","pseudo feminism","fake feminism","feminism in india","what is feminism","pseudo feminism meaning","pseudo meaning","feminism meaning in english","feminism definition","radical feminism","sex positive feminism","feminism meaning in marathi","feminist meaning in hindi","pseudo feminism meaning in hindi","feminism meaning in tamil","fake feminism meaning in hindi","opposite of feminism","pseudo feminism quotes","feminism meaning in kannada","fake feminism quotes in english","feminism meaning in telugu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587","GB",2020-05-01,NA,"what is feminism","feminism definition","feminism meaning","intersectional feminism","white feminism","second wave feminism","radical feminism","third wave feminism","feminism sociology","liberal feminism","what is a feminist",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588","US",2020-06-01,NA,"feminism definition","intersectional feminism","black feminism","what is feminism","hood feminism","white feminism","feminism meaning","radical feminism","feminist definition","third wave feminism","second wave feminism","waves of feminism","feminism is for everybody","angela davis","feminism examples","hood feminism book","first wave feminism","what is a feminist","everyday feminism","carceral feminism","forced feminism","feminism not even once","data feminism","when feminism is white supremacy in heels","abolition feminism","hood feminism mikki kendall","mikki kendall","bell hooks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589","CA",2020-06-01,"feminism definition",NA,"intersectional feminism","what is feminism","radical feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590","IN",2020-06-01,"feminism meaning",NA,"feminism meaning in hindi","feminist meaning","what is feminism","feminism in india","pseudo feminism","feminism meaning in english","feminism definition","fake feminism","sex positive feminism","pseudo feminism meaning","feminist meaning in english","feminism meaning in marathi","feminist meaning in hindi","radical feminism","nepotism meaning","intersectional feminism","feminism meaning in telugu","opposite of feminism","waves of feminism","types of feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591","GB",2020-06-01,NA,"intersectional feminism","what is feminism","feminism definition","feminism meaning","hood feminism","second wave feminism","radical feminism","third wave feminism","feminism interrupted","fourth wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592","NG",2020-06-01,NA,"feminism definition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593","US",2020-07-01,NA,"feminism definition","what is feminism","intersectional feminism","hood feminism","black feminism","feminist definition","radical feminism","feminism meaning","second wave feminism","what is a feminist","first wave feminism","third wave feminism","patriarchy","waves of feminism","opposite of feminism","feminism examples","carceral feminism","neoliberal feminism","what is the opposite of feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594","CA",2020-07-01,"what is feminism","feminism definition","intersectional feminism","feminist definition","radical feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595","IN",2020-07-01,"feminism meaning",NA,"feminist meaning","feminism in hindi","what is feminism","feminism meaning in hindi","feminism in india","pseudo feminism","feminism quotes","feminism meaning in english","sex positive feminism","feminism definition","feminism opposite","radical feminism","feminism meaning in tamil","meaning of feminism in hindi","feminism meaning in telugu","patriarchy","feminism meaning in malayalam","feminism meaning in bengali","feminist meaning in english","feminism meaning in marathi","socialist feminism","intersectional feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596","GB",2020-07-01,NA,"what is feminism","intersectional feminism","feminism definition","feminism meaning","radical feminism","feminist meaning","hood feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597","NG",2020-07-01,"feminism meaning",NA,"what is feminism","feminism definition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598","US",2020-08-01,NA,"feminism definition","what is feminism","intersectional feminism","hood feminism","feminist definition","feminism meaning","white feminism","second wave feminism","radical feminism","third wave feminism","what is a feminist","wap","waves of feminism","feminism is for everybody","liberal feminism","wap feminism","first wave feminism","fourth wave feminism","patriarchy","feminism meme","feminism memes","types of feminism","love joy feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599","CA",2020-08-01,"intersectional feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
